"kingdom" "phylum" "class" "order" "family" "genus" "binomial" "statut" "category" "foraging.niche" "body.mass" "habitat.breadth" "main.diet" "foraging.period"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "EMBALLONURIDAE" "Emballonura" "Emballonura serii" "endemic" "VU" "A" 5.75 2 "I" "CD"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "EMBALLONURIDAE" "Emballonura" "Emballonura beccarii" "endemic" "LC" "A" 4.2 2 "I" "CD"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "EMBALLONURIDAE" "Peropteryx" "Peropteryx trinitatis" "endemic" "DD" "A" 4.19 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "EMBALLONURIDAE" "Mosia" "Mosia nigrescens" "endemic" "LC" "A" 3.25 4 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "CHIROPTERA" "EMBALLONURIDAE" "Taphozous" "Taphozous achates" "endemic" "DD" "A" 26.96 2 "I" "CN"
"ANIMALIA" "CHORDATA" "MAMMALIA" "DERMOPTERA" "CYNOCEPHALIDAE" "Cynocephalus" "Cynocephalus volans" "endemic" "LC" "Ar" 1250 2 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "SCANDENTIA" "TUPAIIDAE" "Tupaia" "Tupaia montana" "endemic" "LC" "G" 199 1 "I" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "SCANDENTIA" "TUPAIIDAE" "Tupaia" "Tupaia gracilis" "endemic" "LC" "G" 74.58 2 "I" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "SCANDENTIA" "TUPAIIDAE" "Tupaia" "Tupaia dorsalis" "endemic" "DD" "G" 265 2 "I" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "SCANDENTIA" "TUPAIIDAE" "Tupaia" "Tupaia tana" "endemic" "LC" "G" 197.83 2 "I" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "SCANDENTIA" "TUPAIIDAE" "Tupaia" "Tupaia splendidula" "endemic" "LC" "G" 160 2 "I" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "SCANDENTIA" "TUPAIIDAE" "Tupaia" "Tupaia palawanensis" "endemic" "LC" "G" 168.05 2 "I" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "SCANDENTIA" "TUPAIIDAE" "Tupaia" "Tupaia javanica" "endemic" "LC" "G" 105 1 "I" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "SCANDENTIA" "TUPAIIDAE" "Tupaia" "Tupaia picta" "endemic" "LC" "G" 147.5 2 "I" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "SCANDENTIA" "TUPAIIDAE" "Tupaia" "Tupaia longipes" "endemic" "LC" "G" 168.05 2 "I" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "SCANDENTIA" "TUPAIIDAE" "Tupaia" "Tupaia chrysogaster" "endemic" "VU" "G" 131.08 1 "I" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "SCANDENTIA" "TUPAIIDAE" "Tupaia" "Tupaia nicobarica" "endemic" "EN" "G" 170.25 1 "I" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "SCANDENTIA" "TUPAIIDAE" "Dendrogale" "Dendrogale melanura" "endemic" "DD" "Ar" 60 1 "I" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "LORISIDAE" "Loris" "Loris tardigradus" "endemic" "EN" "Ar" 227.67 1 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "DAUBENTONIIDAE" "Daubentonia" "Daubentonia madagascariensis" "endemic" "EN" "Ar" 2500 3 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "INDRIIDAE" "Indri" "Indri indri" "endemic" "CR" "Ar" 8000 1 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "INDRIIDAE" "Propithecus" "Propithecus diadema" "endemic" "CR" "Ar" 7500 1 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "INDRIIDAE" "Propithecus" "Propithecus edwardsi" "endemic" "EN" "Ar" 6573.27 1 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "INDRIIDAE" "Propithecus" "Propithecus perrieri" "endemic" "CR" "Ar" 5250 1 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "INDRIIDAE" "Propithecus" "Propithecus tattersalli" "endemic" "CR" "Ar" 3500 4 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "INDRIIDAE" "Propithecus" "Propithecus coquereli" "endemic" "CR" "Ar" 4189.27 1 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "INDRIIDAE" "Propithecus" "Propithecus deckenii" "endemic" "CR" "Ar" 4000 1 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "INDRIIDAE" "Propithecus" "Propithecus verreauxi" "endemic" "CR" "Ar" 3480 2 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "INDRIIDAE" "Avahi" "Avahi occidentalis" "endemic" "VU" "Ar" 800 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "INDRIIDAE" "Avahi" "Avahi unicolor" "endemic" "CR" "Ar" 848.53 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "INDRIIDAE" "Avahi" "Avahi laniger" "endemic" "VU" "Ar" 900 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "LEMURIDAE" "Varecia" "Varecia variegata" "endemic" "CR" "Ar" 3850 1 "FFN" "C"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "LEMURIDAE" "Varecia" "Varecia rubra" "endemic" "CR" "Ar" 3872.6 1 "FFN" "C"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "LEMURIDAE" "Lemur" "Lemur catta" "endemic" "EN" "S" 2900 4 "FFN" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "LEMURIDAE" "Prolemur" "Prolemur simus" "endemic" "CR" "Ar" 2030.41 2 "PMS" "C"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "LEMURIDAE" "Hapalemur" "Hapalemur aureus" "endemic" "CR" "Ar" 1575 2 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "LEMURIDAE" "Hapalemur" "Hapalemur occidentalis" "endemic" "VU" "Ar" 750 2 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "LEMURIDAE" "Hapalemur" "Hapalemur alaotrensis" "endemic" "CR" "Ar" 1616.83 1 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "LEMURIDAE" "Hapalemur" "Hapalemur griseus" "endemic" "VU" "Ar" 1400 1 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "LEMURIDAE" "Eulemur" "Eulemur macaco" "endemic" "EN" "Ar" 2040 1 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "LEMURIDAE" "Eulemur" "Eulemur coronatus" "endemic" "EN" "Ar" 1650 1 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "LEMURIDAE" "Eulemur" "Eulemur rubriventer" "endemic" "VU" "Ar" 1400 1 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "LEMURIDAE" "Eulemur" "Eulemur mongoz" "endemic" "CR" "Ar" 1600 1 "MH" "CDN"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "LEMURIDAE" "Eulemur" "Eulemur collaris" "endemic" "EN" "Ar" 2375 1 "FFN" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "LEMURIDAE" "Eulemur" "Eulemur cinereiceps" "endemic" "CR" "Ar" 2114.06 1 "FFN" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "LEMURIDAE" "Eulemur" "Eulemur rufus" "endemic" "VU" "Ar" 2394.62 1 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "LEMURIDAE" "Eulemur" "Eulemur fulvus" "endemic" "VU" "Ar" 3150 1 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "LEMURIDAE" "Eulemur" "Eulemur sanfordi" "endemic" "EN" "Ar" 2394.03 1 "FFN" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "LEMURIDAE" "Eulemur" "Eulemur albifrons" "endemic" "VU" "Ar" 2300 1 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CHEIROGALEIDAE" "Phaner" "Phaner parienti" "endemic" "EN" "Ar" 425 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CHEIROGALEIDAE" "Phaner" "Phaner pallescens" "endemic" "EN" "Ar" 425 2 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CHEIROGALEIDAE" "Phaner" "Phaner electromontis" "endemic" "EN" "Ar" 425 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CHEIROGALEIDAE" "Phaner" "Phaner furcifer" "endemic" "EN" "Ar" 400 1 "FFN" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "LEPILEMURIDAE" "Lepilemur" "Lepilemur microdon" "endemic" "EN" "Ar" 900 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "LEPILEMURIDAE" "Lepilemur" "Lepilemur edwardsi" "endemic" "EN" "Ar" 700 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "LEPILEMURIDAE" "Lepilemur" "Lepilemur septentrionalis" "endemic" "CR" "Ar" 750 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "LEPILEMURIDAE" "Lepilemur" "Lepilemur ankaranensis" "endemic" "EN" "Ar" 700.89 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "LEPILEMURIDAE" "Lepilemur" "Lepilemur dorsalis" "endemic" "EN" "Ar" 500 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "LEPILEMURIDAE" "Lepilemur" "Lepilemur ruficaudatus" "endemic" "CR" "Ar" 700 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "LEPILEMURIDAE" "Lepilemur" "Lepilemur leucopus" "endemic" "EN" "Ar" 650 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "LEPILEMURIDAE" "Lepilemur" "Lepilemur mustelinus" "endemic" "VU" "Ar" 773 1 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CHEIROGALEIDAE" "Cheirogaleus" "Cheirogaleus medius" "endemic" "VU" "Ar" 181 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CHEIROGALEIDAE" "Cheirogaleus" "Cheirogaleus major" "endemic" "VU" "Ar" 450 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CHEIROGALEIDAE" "Cheirogaleus" "Cheirogaleus crossleyi" "endemic" "VU" "Ar" 285.39 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CHEIROGALEIDAE" "Cheirogaleus" "Cheirogaleus sibreei" "endemic" "CR" "Ar" 285.39 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CHEIROGALEIDAE" "Mirza" "Mirza coquereli" "endemic" "EN" "Ar" 308 2 "I" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CHEIROGALEIDAE" "Microcebus" "Microcebus ravelobensis" "endemic" "VU" "Ar" 55 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CHEIROGALEIDAE" "Microcebus" "Microcebus sambiranensis" "endemic" "EN" "Ar" 49.06 2 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CHEIROGALEIDAE" "Microcebus" "Microcebus tavaratra" "endemic" "VU" "Ar" 68.01 3 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CHEIROGALEIDAE" "Microcebus" "Microcebus berthae" "endemic" "CR" "Ar" 33.45 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CHEIROGALEIDAE" "Microcebus" "Microcebus myoxinus" "endemic" "VU" "Ar" 30 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CHEIROGALEIDAE" "Microcebus" "Microcebus rufus" "endemic" "VU" "Ar" 42.5 2 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CHEIROGALEIDAE" "Microcebus" "Microcebus murinus" "endemic" "LC" "Ar" 69 3 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CHEIROGALEIDAE" "Microcebus" "Microcebus griseorufus" "endemic" "LC" "Ar" 70.24 2 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CHEIROGALEIDAE" "Allocebus" "Allocebus trichotis" "endemic" "EN" "Ar" 77.5 1 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "TARSIIDAE" "Tarsius" "Tarsius pelengensis" "endemic" "EN" "Ar" 165 1 "I" "CN"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "TARSIIDAE" "Tarsius" "Tarsius tarsier" "endemic" "VU" "Ar" 168.04 2 "I" "CN"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "TARSIIDAE" "Tarsius" "Tarsius sangirensis" "endemic" "EN" "Ar" 165 3 "I" "CN"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "TARSIIDAE" "Tarsius" "Tarsius dentatus" "endemic" "VU" "Ar" 110.42 2 "I" "CN"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "TARSIIDAE" "Tarsius" "Tarsius pumilus" "endemic" "EN" "Ar" 27.5 1 "I" "CN"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "HYLOBATIDAE" "Hylobates" "Hylobates muelleri" "endemic" "EN" "Ar" 6000 1 "FFN" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "HYLOBATIDAE" "Hylobates" "Hylobates moloch" "endemic" "EN" "Ar" 6500 1 "FFN" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "HYLOBATIDAE" "Hylobates" "Hylobates klossii" "endemic" "EN" "Ar" 5800 1 "FFN" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "HYLOBATIDAE" "Hylobates" "Hylobates albibarbis" "endemic" "EN" "Ar" 5692.08 2 "FFN" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "HYLOBATIDAE" "Nomascus" "Nomascus hainanus" "endemic" "CR" "Ar" 6850.16 1 "FFN" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "HOMINIDAE" "Pongo" "Pongo pygmaeus" "endemic" "CR" "Ar" 37000 1 "FFN" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "HOMINIDAE" "Pongo" "Pongo abelii" "endemic" "CR" "Ar" 39696.12 1 "FFN" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Trachypithecus" "Trachypithecus poliocephalus" "endemic" "CR" "Ar" 8516.46 2 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis thomasi" "endemic" "VU" "Ar" 6690 2 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis frontata" "endemic" "VU" "Ar" 6050 2 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis chrysomelas" "endemic" "CR" "Ar" 6374.15 1 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis natunae" "endemic" "VU" "Ar" 6374.15 2 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis potenziani" "endemic" "CR" "Ar" 6450 2 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis hosei" "endemic" "VU" "Ar" 6500 2 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis rubicunda" "endemic" "VU" "Ar" 6300 3 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis comata" "endemic" "EN" "Ar" 6250 1 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Presbytis" "Presbytis melalophos" "endemic" "EN" "Ar" 6300 3 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Simias" "Simias concolor" "endemic" "CR" "Ar" 7393.9 1 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Nasalis" "Nasalis larvatus" "endemic" "EN" "S" 9000 1 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Macaca" "Macaca sinica" "endemic" "EN" "S" 3590 2 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Macaca" "Macaca nigrescens" "endemic" "VU" "S" 5786.96 2 "FFN" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Macaca" "Macaca tonkeana" "endemic" "VU" "S" 9000 2 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Macaca" "Macaca hecki" "endemic" "VU" "S" 5786.96 3 "FFN" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Macaca" "Macaca maura" "endemic" "EN" "S" 7300 2 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Macaca" "Macaca ochreata" "endemic" "VU" "S" 2600 2 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Macaca" "Macaca siberu" "endemic" "EN" "S" 5786.96 1 "FFN" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Macaca" "Macaca pagensis" "endemic" "CR" "S" 4534.66 1 "FFN" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Macaca" "Macaca fuscata" "endemic" "LC" "S" 10400 1 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Macaca" "Macaca nigra" "endemic" "CR" "S" 6400 2 "FFN" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "PRIMATES" "CERCOPITHECIDAE" "Macaca" "Macaca cyclopis" "endemic" "LC" "S" 6000 2 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "LAGOMORPHA" "LEPORIDAE" "Nesolagus" "Nesolagus netscheri" "endemic" "DD" "G" 1500 2 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "LAGOMORPHA" "LEPORIDAE" "Lepus" "Lepus hainanus" "endemic" "EN" "G" 2000 3 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "LAGOMORPHA" "LEPORIDAE" "Lepus" "Lepus insularis" "endemic" "VU" "G" 2658.02 5 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "LAGOMORPHA" "LEPORIDAE" "Lepus" "Lepus brachyurus" "endemic" "LC" "G" 2519.45 5 "PMS" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "LAGOMORPHA" "LEPORIDAE" "Pentalagus" "Pentalagus furnessi" "endemic" "EN" "G" 2396.25 3 "MH" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "LAGOMORPHA" "LEPORIDAE" "Sylvilagus" "Sylvilagus mansuetus" "endemic" "CR" "G" 811.92 2 "PMS" "CN"
"ANIMALIA" "CHORDATA" "MAMMALIA" "LAGOMORPHA" "LEPORIDAE" "Sylvilagus" "Sylvilagus graysoni" "endemic" "EN" "G" 964.01 3 "PMS" "CN"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "GLIRIDAE" "Glirulus" "Glirulus japonicus" "endemic" "LC" "Ar" 62.99 1 "O" "N"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Funambulus" "Funambulus layardi" "endemic" "VU" "S" 113.79 2 "PMS" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Dremomys" "Dremomys everetti" "endemic" "LC" "S" 147.5 2 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Nannosciurus" "Nannosciurus melanotis" "endemic" "LC" "S" 50 1 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Rubrisciurus" "Rubrisciurus rubriventer" "endemic" "VU" "Ar" 129.52 2 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Prosciurillus" "Prosciurillus weberi" "endemic" "EN" "S" 106.26 1 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Prosciurillus" "Prosciurillus rosenbergii" "endemic" "LC" "S" 90.41 2 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Prosciurillus" "Prosciurillus abstrusus" "endemic" "DD" "S" 79.2 1 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Prosciurillus" "Prosciurillus murinus" "endemic" "LC" "S" 72.9 1 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Prosciurillus" "Prosciurillus leucomus" "endemic" "LC" "S" 128 1 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Glyphotes" "Glyphotes simus" "endemic" "DD" "Ar" 50 1 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Hyosciurus" "Hyosciurus ileile" "endemic" "VU" "G" 315 3 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Hyosciurus" "Hyosciurus heinrichi" "endemic" "LC" "G" 296 1 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Callosciurus" "Callosciurus orestes" "endemic" "LC" "Ar" 278 1 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Callosciurus" "Callosciurus albescens" "endemic" "DD" "Ar" 220.89 2 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Callosciurus" "Callosciurus melanogaster" "endemic" "VU" "Ar" 278 1 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Callosciurus" "Callosciurus baluensis" "endemic" "LC" "Ar" 356 1 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Callosciurus" "Callosciurus adamsi" "endemic" "NT" "Ar" 134.5 1 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Sundasciurus" "Sundasciurus fraterculus" "endemic" "VU" "Ar" 155.51 1 "FFN" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Sundasciurus" "Sundasciurus rabori" "endemic" "DD" "G" 163 1 "FFN" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Sundasciurus" "Sundasciurus moellendorffi" "endemic" "NT" "G" 252 2 "FFN" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Sundasciurus" "Sundasciurus juvencus" "endemic" "LC" "G" 159.09 2 "FFN" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Sundasciurus" "Sundasciurus hoogstraali" "endemic" "LC" "G" 159.18 2 "FFN" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Sundasciurus" "Sundasciurus steerii" "endemic" "LC" "G" 252 2 "FFN" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Sundasciurus" "Sundasciurus mindanensis" "endemic" "LC" "G" 164.46 2 "FFN" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Sundasciurus" "Sundasciurus philippinensis" "endemic" "LC" "G" 244 2 "FFN" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Sundasciurus" "Sundasciurus samarensis" "endemic" "LC" "G" 225 2 "FFN" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Sundasciurus" "Sundasciurus brookei" "endemic" "LC" "Ar" 115.5 1 "FFN" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Sundasciurus" "Sundasciurus davensis" "endemic" "DD" "G" 165.02 1 "FFN" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Sundasciurus" "Sundasciurus jentinki" "endemic" "LC" "G" 76 1 "FFN" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Lariscus" "Lariscus hosei" "endemic" "LC" "G" 180 1 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Lariscus" "Lariscus obscurus" "endemic" "NT" "G" 241.19 2 "MH" "D"
"ANIMALIA" "CHORDATA" "MAMMALIA" "RODENTIA" "SCIURIDAE" "Lariscus" "Lariscus niobe" "endemic" "DD" "G" 190.2 2 "MH" "D"
